29371,243,3
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-117,U3,195,261,172,244,313,237
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-120,U6,102,48,78,193,96,152
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,U6,0,0,197,104,46,274
P-123,U1,43,139,100,83,182,162
P-124,U3,0,195,0,72,299,54
P-125,U4,101,0,0,186,68,91
P-126,U3,136,227,49,200,312,109
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U5,88,99,187,198,158,272
P-130,U5,198,238,122,238,316,167
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U3,0,0,114,109,91,177
P-134,U5,0,170,0,88,250,97
P-135,U1,130,0,0,175,66,108
P-136,U4,187,0,99,234,66,201
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U5,88,83,103,184,158,187
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,U1,86,222,0,129,309,70
P-142,U4,75,137,100,158,211,192
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,U4,0,137,100,75,216,206
P-146,U1,130,66,104,175,166,160
P-147,U5,88,251,148,153,306,194
P-148,U3,155,173,0,222,273,49
P-149,U1,130,132,0,175,195,104
P-150,U3,0,276,54,58,318,108
P-151,NONE,-1,-1,-1,-1,-1,-1
P-152,U6,180,203,174,237,252,241
P-153,U2,0,122,110,64,184,161
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,U6,0,0,0,95,47,87
P-156,U6,0,0,87,73,47,197
P-157,U5,0,0,219,88,88,273
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,U6,152,98,68,244,148,120
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-162,U3,192,73,177,238,177,242
P-163,U3,72,195,0,155,278,49
P-164,U5,198,0,107,238,87,209
P-165,U5,88,0,0,184,93,103
P-166,NONE,-1,-1,-1,-1,-1,-1
P-167,U6,91,98,71,138,148,171
P-168,U5,0,250,0,88,318,87
P-169,U6,95,0,0,189,48,87
P-170,U1,86,0,0,130,81,100
P-171,U6,135,48,217,228,98,272
P-172,U6,76,98,0,152,149,71
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-177,U1,175,72,0,219,171,41
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,U2,0,60,98,73,122,161
P-180,U4,170,216,99,241,296,158
P-181,U3,78,212,49,136,310,106
P-182,U1,130,195,70,175,265,148
P-183,U3,91,0,54,196,72,111
P-184,NONE,-1,-1,-1,-1,-1,-1
P-185,U1,43,139,0,85,206,100
P-186,U6,73,0,87,157,47,180
P-187,U3,0,192,54,78,276,108
P-188,U3,93,131,176,179,182,227
P-189,U2,65,122,72,121,185,159
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,U6,76,149,153,150,203,229
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,U6,157,0,87,228,48,196
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,U6,0,259,91,84,318,165
P-199,U3,72,162,114,139,235,172
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-202,U5,198,155,47,238,249,99
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U5,198,189,0,238,298,47
P-206,U6,194,98,184,235,145,244
P-207,U5,88,250,78,183,295,148
P-208,U6,0,48,0,102,98,89
P-209,U1,175,0,0,219,72,75
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U5,0,90,110,81,185,206
P-212,U4,75,137,192,180,211,240
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U4,170,216,158,231,297,216
P-215,U4,0,216,103,87,296,192
P-216,U3,125,182,175,169,265,239
P-217,U4,85,137,0,157,211,78
P-218,U2,73,0,0,163,59,77
P-219,U3,109,86,114,203,162,175
P-220,U1,86,81,0,130,152,104
P-221,U1,175,205,89,219,254,157
P-222,U5,88,158,105,176,231,146
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U4,187,0,0,243,68,99
P-225,U6,0,149,85,93,203,153
P-226,U3,0,162,114,72,236,174
P-227,U2,0,0,0,73,59,96
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-230,U6,189,0,0,235,48,86
P-231,U6,0,48,168,68,97,264
P-232,U3,163,143,54,230,227,101
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,U1,43,74,0,86,139,104
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U3,67,236,109,158,292,165
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U4,97,68,49,199,137,99
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-241,NONE,-1,-1,-1,-1,-1,-1
P-242,U2,171,249,0,224,318,89
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,U2,79,60,72,154,122,148
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,U2,163,0,0,224,60,102
P-247,U2,0,60,0,79,122,98
P-248,U6,150,149,134,227,201,201
P-249,U6,0,203,95,89,258,162
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U5,88,141,0,198,189,95
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U3,0,0,177,98,96,241
P-256,U2,81,185,70,147,249,162
P-257,U2,163,60,0,214,114,67
P-258,U6,0,203,162,71,258,244
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,U1,0,102,106,43,201,155
P-261,U1,0,204,82,42,304,159
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-264,U3,0,84,54,68,192,114
P-265,U5,88,158,146,148,216,193
P-266,U5,88,189,52,176,250,105
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-269,U6,128,259,195,184,317,269
P-270,U3,125,265,172,195,317,219
P-271,U1,175,164,41,219,205,133
P-272,U5,198,249,47,238,313,122
P-273,U4,158,137,0,243,216,71
P-274,U5,0,95,0,88,170,110
P-275,U5,0,266,168,74,311,245
P-276,U2,147,185,70,216,247,116
P-277,U3,0,0,0,108,105,54
P-278,U1,86,222,70,130,295,150
P-279,NONE,-1,-1,-1,-1,-1,-1
P-280,U3,139,162,114,229,215,175
P-281,NONE,-1,-1,-1,-1,-1,-1
P-282,U3,108,0,0,215,92,54
P-283,U4,0,0,103,97,66,203
P-284,U5,88,189,0,198,259,52
P-285,U3,108,92,0,216,173,54
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-288,NONE,-1,-1,-1,-1,-1,-1
P-289,U1,175,0,75,218,66,145
P-290,NONE,-1,-1,-1,-1,-1,-1
P-291,U5,198,0,209,238,81,283
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,U4,97,68,0,206,137,49
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,U4,0,0,0,101,68,103
P-298,NONE,-1,-1,-1,-1,-1,-1
P-299,U4,87,216,103,170,296,190
P-300,U4,0,68,0,97,137,101
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-304,U4,138,68,99,227,136,150
P-305,U2,0,185,95,53,243,158
P-306,NONE,-1,-1,-1,-1,-1,-1
P-307,U1,0,204,0,43,300,82
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-310,U5,88,208,193,153,251,252
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,NONE,-1,-1,-1,-1,-1,-1
P-313,U6,89,203,155,180,257,209
P-314,NONE,-1,-1,-1,-1,-1,-1
P-315,U6,0,98,176,75,148,229
P-316,NONE,-1,-1,-1,-1,-1,-1
P-317,U6,0,98,123,86,148,176
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,U5,88,93,0,190,141,101
P-320,U4,180,137,169,237,201,222
P-321,NONE,-1,-1,-1,-1,-1,-1
P-322,U1,130,66,0,175,132,102
P-323,NONE,-1,-1,-1,-1,-1,-1
P-324,U5,198,237,223,238,305,264
P-325,NONE,-1,-1,-1,-1,-1,-1
P-326,U1,130,265,70,175,316,154
P-327,U1,86,106,104,130,202,162
P-328,NONE,-1,-1,-1,-1,-1,-1
P-329,U3,98,73,177,192,131,242
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,U1,43,206,74,86,277,162
P-332,NONE,-1,-1,-1,-1,-1,-1
P-333,U4,0,137,0,85,209,100
P-334,U6,103,149,69,202,203,134
P-335,U6,0,259,0,95,316,91
P-336,U6,152,98,0,224,147,68
P-337,U5,198,87,203,238,189,280
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,U6,0,149,153,76,203,229
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,U6,95,259,75,182,316,147
P-342,U2,148,122,0,214,185,78
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,U3,155,273,0,233,316,47
P-346,U5,88,0,103,198,83,198
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-350,U3,78,143,54,163,212,114
P-351,U5,198,0,0,239,92,107
P-352,U4,199,68,150,242,134,239
P-353,U4,138,68,150,199,134,220
P-354,U6,71,203,209,141,255,279
P-355,U1,130,0,108,175,60,160
P-356,U5,88,0,198,183,99,275
P-357,U5,198,238,167,238,296,223
P-358,U2,73,0,77,147,60,158
P-359,NONE,-1,-1,-1,-1,-1,-1
P-360,U4,92,216,190,168,296,243
P-361,U6,133,98,184,194,149,249
P-362,NONE,-1,-1,-1,-1,-1,-1
P-363,U2,87,249,61,159,316,140
P-364,NONE,-1,-1,-1,-1,-1,-1
P-365,U5,0,0,0,88,95,110
P-366,U3,91,72,54,196,143,110
P-367,U6,103,149,0,209,203,69
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,U6,95,259,0,179,317,75
P-370,NONE,-1,-1,-1,-1,-1,-1
P-371,U6,0,98,71,91,146,123
P-372,NONE,-1,-1,-1,-1,-1,-1
P-373,U2,79,60,0,163,122,72
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,U6,68,48,168,135,96,265
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-378,U6,182,259,106,235,318,195
P-379,NONE,-1,-1,-1,-1,-1,-1
P-380,U2,147,185,116,203,247,157
P-381,U6,138,98,120,207,146,184
P-382,U1,0,102,0,43,204,106
P-383,NONE,-1,-1,-1,-1,-1,-1
P-384,U2,159,249,89,219,318,162
P-385,U5,198,189,183,238,237,247
P-386,U2,0,122,0,65,185,110
P-387,U1,0,0,109,42,96,156
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-391,U2,0,249,85,87,314,158
P-392,U5,198,92,0,238,155,87
P-393,U6,193,48,78,240,92,143
P-394,U5,0,0,110,81,90,219
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,U1,0,0,0,42,102,109
P-397,U6,184,259,195,235,318,275
P-398,U6,0,149,0,103,201,85
P-399,U1,175,119,41,219,164,130
P-400,U6,0,98,229,64,148,281
